profile_id,item_id,raw_answer
sensitivity_05,Q06,2
sensitivity_05,Q07,1
sensitivity_05,Q08,3
sensitivity_05,Q09,3
sensitivity_05,Q10,1
sensitivity_05,Q11,5
sensitivity_05,Q12,5
sensitivity_05,Q13,2
sensitivity_05,Q14,3
sensitivity_05,Q15,5
sensitivity_05,Q16,1
sensitivity_05,Q17,1
sensitivity_05,Q18,3
sensitivity_05,Q19,2
sensitivity_05,Q20,2
sensitivity_05,Q21,5
sensitivity_05,Q22,5
sensitivity_05,Q23,2
sensitivity_05,Q24,5
sensitivity_05,Q25,5
sensitivity_05,Q26,1
sensitivity_05,Q27,1
sensitivity_05,Q28,3
sensitivity_05,Q29,3
sensitivity_05,Q30,1
sensitivity_05,Q31,4
sensitivity_05,Q32,5
sensitivity_05,Q33,3
sensitivity_05,Q34,4
sensitivity_05,Q35,5
sensitivity_05,Q36,1
sensitivity_05,Q37,2
sensitivity_05,Q38,3
sensitivity_05,Q39,4
sensitivity_05,Q40,5
sensitivity_05,Q41,5
sensitivity_05,Q42,1
sensitivity_05,Q43,3
sensitivity_05,Q44,3
sensitivity_05,Q45,5
sensitivity_05,Q46,1
sensitivity_05,Q47,1
sensitivity_05,Q48,4
sensitivity_05,Q49,5
sensitivity_05,Q50,5
sensitivity_06,Q01,3
sensitivity_06,Q02,5
sensitivity_06,Q03,2
sensitivity_06,Q04,4
sensitivity_06,Q05,3
sensitivity_06,Q06,3
sensitivity_06,Q07,1
sensitivity_06,Q08,5
sensitivity_06,Q09,2
sensitivity_06,Q10,3
sensitivity_06,Q11,3
sensitivity_06,Q12,5
sensitivity_06,Q13,1
sensitivity_06,Q14,5
sensitivity_06,Q15,5
sensitivity_06,Q16,3
sensitivity_06,Q17,1
sensitivity_06,Q18,4
sensitivity_06,Q19,2
sensitivity_06,Q20,2
sensitivity_06,Q21,3
sensitivity_06,Q22,5
sensitivity_06,Q23,2
sensitivity_06,Q24,4
sensitivity_06,Q25,4
sensitivity_06,Q26,3
sensitivity_06,Q27,1
sensitivity_06,Q28,5
sensitivity_06,Q29,3
sensitivity_06,Q30,3
sensitivity_06,Q31,3
sensitivity_06,Q32,5
sensitivity_06,Q33,1
sensitivity_06,Q34,5
sensitivity_06,Q35,5
sensitivity_06,Q36,4
sensitivity_06,Q37,1
sensitivity_06,Q38,5
sensitivity_06,Q39,4
sensitivity_06,Q40,4
sensitivity_06,Q41,3
sensitivity_06,Q42,1
sensitivity_06,Q43,1
sensitivity_06,Q44,4
sensitivity_06,Q45,5
sensitivity_06,Q46,2
sensitivity_06,Q47,1
sensitivity_06,Q48,2
sensitivity_06,Q49,4
sensitivity_06,Q50,4
sensitivity_07,Q01,3
sensitivity_07,Q02,4
sensitivity_07,Q03,5
sensitivity_07,Q04,3
sensitivity_07,Q05,3
sensitivity_07,Q06,3
sensitivity_07,Q07,1
sensitivity_07,Q08,1
sensitivity_07,Q09,2
sensitivity_07,Q10,4
sensitivity_07,Q11,4
sensitivity_07,Q12,3
sensitivity_07,Q13,5
sensitivity_07,Q14,3
sensitivity_07,Q15,1
sensitivity_07,Q16,3
sensitivity_07,Q17,3
sensitivity_07,Q18,1
sensitivity_07,Q19,2
sensitivity_07,Q20,5
sensitivity_07,Q21,2
sensitivity_07,Q22,4
sensitivity_07,Q23,5
sensitivity_07,Q24,3
sensitivity_07,Q25,3
sensitivity_07,Q26,3
sensitivity_07,Q27,2
sensitivity_07,Q28,1
sensitivity_07,Q29,3
sensitivity_07,Q30,3
sensitivity_07,Q31,3
sensitivity_07,Q32,4
sensitivity_07,Q33,5
sensitivity_07,Q34,3
sensitivity_07,Q35,3
sensitivity_07,Q36,3
sensitivity_07,Q37,2
sensitivity_07,Q38,1
sensitivity_07,Q39,3
sensitivity_07,Q40,2
sensitivity_07,Q41,3
sensitivity_07,Q42,2
sensitivity_07,Q43,5
sensitivity_07,Q44,3
sensitivity_07,Q45,1
sensitivity_07,Q46,3
sensitivity_07,Q47,2
sensitivity_07,Q48,5
sensitivity_07,Q49,2
sensitivity_07,Q50,2
sensitivity_08,Q01,4
sensitivity_08,Q02,2
sensitivity_08,Q03,5
sensitivity_08,Q04,5
sensitivity_08,Q05,5
sensitivity_08,Q06,2
sensitivity_08,Q07,4
sensitivity_08,Q08,1
sensitivity_08,Q09,1
sensitivity_08,Q10,3
sensitivity_08,Q11,4
sensitivity_08,Q12,1
sensitivity_08,Q13,5
sensitivity_08,Q14,5
sensitivity_08,Q15,5
sensitivity_08,Q16,1
sensitivity_08,Q17,5
sensitivity_08,Q18,1
sensitivity_08,Q19,1
sensitivity_08,Q20,2
sensitivity_08,Q21,3
sensitivity_08,Q22,2
sensitivity_08,Q23,5
sensitivity_08,Q24,5
sensitivity_08,Q25,5
sensitivity_08,Q26,2
sensitivity_08,Q27,4
sensitivity_08,Q28,1
sensitivity_08,Q29,4
sensitivity_08,Q30,2
sensitivity_08,Q31,4
sensitivity_08,Q32,2
sensitivity_08,Q33,5
sensitivity_08,Q34,5
sensitivity_08,Q35,4
sensitivity_08,Q36,1
sensitivity_08,Q37,4
sensitivity_08,Q38,2
sensitivity_08,Q39,5
sensitivity_08,Q40,3
sensitivity_08,Q41,4
sensitivity_08,Q42,4
sensitivity_08,Q43,5
sensitivity_08,Q44,5
sensitivity_08,Q45,4
sensitivity_08,Q46,2
sensitivity_08,Q47,4
sensitivity_08,Q48,5
sensitivity_08,Q49,5
sensitivity_08,Q50,3
sensitivity_09,Q01,5
sensitivity_09,Q02,3
sensitivity_09,Q03,3
sensitivity_09,Q04,1
sensitivity_09,Q05,4
sensitivity_09,Q06,1
sensitivity_09,Q07,3
sensitivity_09,Q08,2
sensitivity_09,Q09,5
sensitivity_09,Q10,2
sensitivity_09,Q11,5
sensitivity_09,Q12,2
sensitivity_09,Q13,3
sensitivity_09,Q14,1
sensitivity_09,Q15,4
sensitivity_09,Q16,1
sensitivity_09,Q17,3
sensitivity_09,Q18,3
sensitivity_09,Q19,4
sensitivity_09,Q20,2
sensitivity_09,Q21,4
sensitivity_09,Q22,4
sensitivity_09,Q23,4
sensitivity_09,Q24,1
sensitivity_09,Q25,4
sensitivity_09,Q26,1
sensitivity_09,Q27,3
sensitivity_09,Q28,4
sensitivity_09,Q29,1
sensitivity_09,Q30,3
sensitivity_09,Q31,4
sensitivity_09,Q32,3
sensitivity_09,Q33,3
sensitivity_09,Q34,2
sensitivity_09,Q35,4
sensitivity_09,Q36,1
sensitivity_09,Q37,3
sensitivity_09,Q38,3
sensitivity_09,Q39,1
sensitivity_09,Q40,4
sensitivity_09,Q41,5
sensitivity_09,Q42,3
sensitivity_09,Q43,3
sensitivity_09,Q44,1
sensitivity_09,Q45,4
sensitivity_09,Q46,1
sensitivity_09,Q47,3
sensitivity_09,Q48,3
sensitivity_09,Q49,1
sensitivity_09,Q50,4
sensitivity_10,Q01,2
sensitivity_10,Q02,2
sensitivity_10,Q03,4
sensitivity_10,Q04,2
sensitivity_10,Q05,4
sensitivity_10,Q06,5
sensitivity_10,Q07,4
sensitivity_10,Q08,1
sensitivity_10,Q09,3
sensitivity_10,Q10,3
sensitivity_10,Q11,2
sensitivity_10,Q12,2
sensitivity_10,Q13,5
sensitivity_10,Q14,2
sensitivity_10,Q15,4
sensitivity_10,Q16,5
sensitivity_10,Q17,5
sensitivity_10,Q18,1
sensitivity_10,Q19,3
sensitivity_10,Q20,3
sensitivity_10,Q21,1
sensitivity_10,Q22,3
sensitivity_10,Q23,5
sensitivity_10,Q24,3
sensitivity_10,Q25,3
sensitivity_10,Q26,4
sensitivity_10,Q27,4
sensitivity_10,Q28,1
sensitivity_10,Q29,3
sensitivity_10,Q30,3
sensitivity_10,Q31,1
sensitivity_10,Q32,1
sensitivity_10,Q33,5
sensitivity_10,Q34,3
sensitivity_10,Q35,3
sensitivity_10,Q36,5
sensitivity_10,Q37,4
sensitivity_10,Q38,1
sensitivity_10,Q39,3
sensitivity_10,Q40,3
sensitivity_10,Q41,1
sensitivity_10,Q42,4
sensitivity_10,Q43,5
sensitivity_10,Q44,3
sensitivity_10,Q45,3
sensitivity_10,Q46,4
sensitivity_10,Q47,3
sensitivity_10,Q48,5
sensitivity_10,Q49,3
sensitivity_10,Q50,3
sensitivity_11,Q01,1
sensitivity_11,Q02,2
sensitivity_11,Q03,3
sensitivity_11,Q04,2
sensitivity_11,Q05,1
sensitivity_11,Q06,5
sensitivity_11,Q07,3
sensitivity_11,Q08,4
sensitivity_11,Q09,4
sensitivity_11,Q10,5
sensitivity_11,Q11,1
sensitivity_11,Q12,2
sensitivity_11,Q13,2
sensitivity_11,Q14,2
sensitivity_11,Q15,1
sensitivity_11,Q16,5
sensitivity_11,Q17,4
sensitivity_11,Q18,5
sensitivity_11,Q19,4
sensitivity_11,Q20,4
sensitivity_11,Q21,1
sensitivity_11,Q22,1
sensitivity_11,Q23,3
sensitivity_11,Q24,2
sensitivity_11,Q25,1
sensitivity_11,Q26,4
sensitivity_11,Q27,4
sensitivity_11,Q28,4
sensitivity_11,Q29,2
sensitivity_11,Q30,5
sensitivity_11,Q31,1
sensitivity_11,Q32,3
sensitivity_11,Q33,2
sensitivity_11,Q34,1
sensitivity_11,Q35,1
sensitivity_11,Q36,5
sensitivity_11,Q37,4
sensitivity_11,Q38,5
sensitivity_11,Q39,2
sensitivity_11,Q40,1
sensitivity_11,Q41,1
sensitivity_11,Q42,4
sensitivity_11,Q43,3
sensitivity_11,Q44,3
sensitivity_11,Q45,2
sensitivity_11,Q46,4
sensitivity_11,Q47,3
sensitivity_11,Q48,1
sensitivity_11,Q49,2
sensitivity_11,Q50,1
sensitivity_12,Q01,5
sensitivity_12,Q02,2
sensitivity_12,Q03,1
sensitivity_12,Q04,3
sensitivity_12,Q05,4
sensitivity_12,Q06,2
sensitivity_12,Q07,4
sensitivity_12,Q08,5
sensitivity_12,Q09,3
sensitivity_12,Q10,2
sensitivity_12,Q11,4
sensitivity_12,Q12,3
sensitivity_12,Q13,1
sensitivity_12,Q14,3
sensitivity_12,Q15,3
sensitivity_12,Q16,2
sensitivity_12,Q17,4
sensitivity_12,Q18,5
sensitivity_12,Q19,3
sensitivity_12,Q20,2
sensitivity_12,Q21,4
sensitivity_12,Q22,1
sensitivity_12,Q23,1
sensitivity_12,Q24,2
sensitivity_12,Q25,3
sensitivity_12,Q26,2
sensitivity_12,Q27,4
sensitivity_12,Q28,5
sensitivity_12,Q29,3
sensitivity_12,Q30,4
sensitivity_12,Q31,3
sensitivity_12,Q32,3
sensitivity_12,Q33,2
sensitivity_12,Q34,3
sensitivity_12,Q35,2
sensitivity_12,Q36,2
sensitivity_12,Q37,4
sensitivity_12,Q38,4
sensitivity_12,Q39,3
sensitivity_12,Q40,3
sensitivity_12,Q41,4
sensitivity_12,Q42,5
sensitivity_12,Q43,1
sensitivity_12,Q44,4
sensitivity_12,Q45,2
sensitivity_12,Q46,2
sensitivity_12,Q47,4
sensitivity_12,Q48,1
sensitivity_12,Q49,3
sensitivity_12,Q50,3
sensitivity_13,Q01,2
sensitivity_13,Q02,1
sensitivity_13,Q03,2
sensitivity_13,Q04,2
sensitivity_13,Q05,2
sensitivity_13,Q06,5
sensitivity_13,Q07,5
sensitivity_13,Q08,4
sensitivity_13,Q09,5
sensitivity_13,Q10,5
sensitivity_13,Q11,2
sensitivity_13,Q12,1
sensitivity_13,Q13,1
sensitivity_13,Q14,2
sensitivity_13,Q15,3
sensitivity_13,Q16,5
sensitivity_13,Q17,4
sensitivity_13,Q18,5
sensitivity_13,Q19,4
sensitivity_13,Q20,4
sensitivity_13,Q21,2
sensitivity_13,Q22,1
sensitivity_13,Q23,2
sensitivity_13,Q24,1
sensitivity_13,Q25,2
sensitivity_13,Q26,5
sensitivity_13,Q27,5
sensitivity_13,Q28,4
sensitivity_13,Q29,2
sensitivity_13,Q30,4
sensitivity_13,Q31,3
sensitivity_13,Q32,1
sensitivity_13,Q33,1
sensitivity_13,Q34,3
sensitivity_13,Q35,3
sensitivity_13,Q36,3
sensitivity_13,Q37,5
sensitivity_13,Q38,4
sensitivity_13,Q39,1
sensitivity_13,Q40,2
sensitivity_13,Q41,2
sensitivity_13,Q42,5
sensitivity_13,Q43,2
sensitivity_13,Q44,1
sensitivity_13,Q45,1
sensitivity_13,Q46,4
sensitivity_13,Q47,5
sensitivity_13,Q48,1
sensitivity_13,Q49,2
sensitivity_13,Q50,2
sensitivity_14,Q01,5
sensitivity_14,Q02,1
sensitivity_14,Q03,2
sensitivity_14,Q04,1
sensitivity_14,Q05,2
sensitivity_14,Q06,1
sensitivity_14,Q07,5
sensitivity_14,Q08,3
sensitivity_14,Q09,5
sensitivity_14,Q10,4
sensitivity_14,Q11,5
sensitivity_14,Q12,1
sensitivity_14,Q13,3
sensitivity_14,Q14,1
sensitivity_14,Q15,2
sensitivity_14,Q16,1
sensitivity_14,Q17,5
sensitivity_14,Q18,4
sensitivity_14,Q19,5
sensitivity_14,Q20,4
sensitivity_14,Q21,5
sensitivity_14,Q22,1
sensitivity_14,Q23,2
sensitivity_14,Q24,1
sensitivity_14,Q25,2
sensitivity_14,Q26,1
sensitivity_14,Q27,5
sensitivity_14,Q28,4
sensitivity_14,Q29,1
sensitivity_14,Q30,4
sensitivity_14,Q31,5
sensitivity_14,Q32,1
sensitivity_14,Q33,3
sensitivity_14,Q34,2
sensitivity_14,Q35,2
sensitivity_14,Q36,2
sensitivity_14,Q37,5
sensitivity_14,Q38,2
sensitivity_14,Q39,2
sensitivity_14,Q40,1
sensitivity_14,Q41,5
sensitivity_14,Q42,5
sensitivity_14,Q43,3
sensitivity_14,Q44,1
sensitivity_14,Q45,2
sensitivity_14,Q46,1
sensitivity_14,Q47,5
sensitivity_14,Q48,3
sensitivity_14,Q49,1
sensitivity_14,Q50,1
sensitivity_15,Q01,4
sensitivity_15,Q02,4
sensitivity_15,Q03,4
sensitivity_15,Q04,1
sensitivity_15,Q05,5
sensitivity_15,Q06,2
sensitivity_15,Q07,3
sensitivity_15,Q08,2
sensitivity_15,Q09,5
sensitivity_15,Q10,1
sensitivity_15,Q11,5
sensitivity_15,Q12,2
sensitivity_15,Q13,5
sensitivity_15,Q14,2
sensitivity_15,Q15,4
sensitivity_15,Q16,2
sensitivity_15,Q17,3
sensitivity_15,Q18,1
sensitivity_15,Q19,5
sensitivity_15,Q20,1
sensitivity_15,Q21,4
sensitivity_15,Q22,4
sensitivity_15,Q23,4
sensitivity_15,Q24,1
sensitivity_15,Q25,5
sensitivity_15,Q26,3
sensitivity_15,Q27,4
sensitivity_15,Q28,1
sensitivity_15,Q29,1
sensitivity_15,Q30,1
sensitivity_15,Q31,4
sensitivity_15,Q32,3
sensitivity_15,Q33,4
sensitivity_15,Q34,2
sensitivity_15,Q35,5
sensitivity_15,Q36,2
sensitivity_15,Q37,3
sensitivity_15,Q38,1
sensitivity_15,Q39,2
sensitivity_15,Q40,5
sensitivity_15,Q41,3
sensitivity_15,Q42,4
sensitivity_15,Q43,5
sensitivity_15,Q44,1
sensitivity_15,Q45,5
sensitivity_15,Q46,2
sensitivity_15,Q47,3
sensitivity_15,Q48,5
sensitivity_15,Q49,1
sensitivity_15,Q50,5
sensitivity_16,Q01,3
sensitivity_16,Q02,5
sensitivity_16,Q03,5
sensitivity_16,Q04,2
sensitivity_16,Q05,4
sensitivity_16,Q06,3
sensitivity_16,Q07,2
sensitivity_16,Q08,1
sensitivity_16,Q09,5
sensitivity_16,Q10,2
sensitivity_16,Q11,3
sensitivity_16,Q12,3
sensitivity_16,Q13,5
sensitivity_16,Q14,1
sensitivity_16,Q15,5
sensitivity_16,Q16,3
sensitivity_16,Q17,1
sensitivity_16,Q18,1
sensitivity_16,Q19,5
sensitivity_16,Q20,1
sensitivity_16,Q21,3
sensitivity_16,Q22,4
sensitivity_16,Q23,5
sensitivity_16,Q24,1
sensitivity_16,Q25,5
sensitivity_16,Q26,3
sensitivity_16,Q27,2
sensitivity_16,Q28,1
sensitivity_16,Q29,2
sensitivity_16,Q30,1
sensitivity_16,Q31,3
sensitivity_16,Q32,3
sensitivity_16,Q33,5
sensitivity_16,Q34,2
sensitivity_16,Q35,5
sensitivity_16,Q36,4
sensitivity_16,Q37,2
sensitivity_16,Q38,1
sensitivity_16,Q39,1
sensitivity_16,Q40,5
sensitivity_16,Q41,4
sensitivity_16,Q42,3
sensitivity_16,Q43,5
sensitivity_16,Q44,2
sensitivity_16,Q45,4
sensitivity_16,Q46,3
sensitivity_16,Q47,1
sensitivity_16,Q48,5
sensitivity_16,Q49,1
sensitivity_16,Q50,5
sensitivity_17,Q01,2
sensitivity_17,Q02,4
sensitivity_17,Q03,2
sensitivity_17,Q04,5
sensitivity_17,Q05,4
sensitivity_17,Q06,4
sensitivity_17,Q07,3
sensitivity_17,Q08,4
sensitivity_17,Q09,1
sensitivity_17,Q10,3
sensitivity_17,Q11,4
sensitivity_17,Q12,4
sensitivity_17,Q13,1
sensitivity_17,Q14,5
sensitivity_17,Q15,3
sensitivity_17,Q16,3
sensitivity_17,Q17,3
sensitivity_17,Q18,3
sensitivity_17,Q19,1
sensitivity_17,Q20,4
sensitivity_17,Q21,3
sensitivity_17,Q22,2
sensitivity_17,Q23,2
sensitivity_17,Q24,5
sensitivity_17,Q25,2
sensitivity_17,Q26,2
sensitivity_17,Q27,3
sensitivity_17,Q28,4
sensitivity_17,Q29,4
sensitivity_17,Q30,3
sensitivity_17,Q31,3
sensitivity_17,Q32,4
sensitivity_17,Q33,3
sensitivity_17,Q34,5
sensitivity_17,Q35,2
sensitivity_17,Q36,3
sensitivity_17,Q37,3
sensitivity_17,Q38,3
sensitivity_17,Q39,5
sensitivity_17,Q40,3
sensitivity_17,Q41,3
sensitivity_17,Q42,4
sensitivity_17,Q43,2
sensitivity_17,Q44,5
sensitivity_17,Q45,2
sensitivity_17,Q46,3
sensitivity_17,Q47,3
sensitivity_17,Q48,1
sensitivity_17,Q49,5
sensitivity_17,Q50,3
sensitivity_18,Q01,3
sensitivity_18,Q02,3
sensitivity_18,Q03,4
sensitivity_18,Q04,5
sensitivity_18,Q05,3
sensitivity_18,Q06,4
sensitivity_18,Q07,4
sensitivity_18,Q08,4
sensitivity_18,Q09,1
sensitivity_18,Q10,4
sensitivity_18,Q11,2
sensitivity_18,Q12,2
sensitivity_18,Q13,4
sensitivity_18,Q14,5
sensitivity_18,Q15,2
sensitivity_18,Q16,2
sensitivity_18,Q17,4
sensitivity_18,Q18,2
sensitivity_18,Q19,2
sensitivity_18,Q20,4
sensitivity_18,Q21,3
sensitivity_18,Q22,2
sensitivity_18,Q23,3
sensitivity_18,Q24,5
sensitivity_18,Q25,3
sensitivity_18,Q26,3
sensitivity_18,Q27,4
sensitivity_18,Q28,2
sensitivity_18,Q29,5
sensitivity_18,Q30,5
sensitivity_18,Q31,3
sensitivity_18,Q32,1
sensitivity_18,Q33,2
sensitivity_18,Q34,5
sensitivity_18,Q35,2
sensitivity_18,Q36,3
sensitivity_18,Q37,4
sensitivity_18,Q38,3
sensitivity_18,Q39,4
sensitivity_18,Q40,2
sensitivity_18,Q41,4
sensitivity_18,Q42,4
sensitivity_18,Q43,3
sensitivity_18,Q44,5
sensitivity_18,Q45,2
sensitivity_18,Q46,3
sensitivity_18,Q47,4
sensitivity_18,Q48,3
sensitivity_18,Q49,4
sensitivity_18,Q50,2
sensitivity_19,Q01,1
sensitivity_19,Q02,3
sensitivity_19,Q03,5
sensitivity_19,Q04,1
sensitivity_19,Q05,5
sensitivity_19,Q06,5
sensitivity_19,Q07,3
sensitivity_19,Q08,2
sensitivity_19,Q09,5
sensitivity_19,Q10,1
sensitivity_19,Q11,1
sensitivity_19,Q12,3
sensitivity_19,Q13,4
sensitivity_19,Q14,3
sensitivity_19,Q15,5
sensitivity_19,Q16,5
sensitivity_19,Q17,3
sensitivity_19,Q18,1
sensitivity_19,Q19,5
sensitivity_19,Q20,1
sensitivity_19,Q21,1
sensitivity_19,Q22,3
sensitivity_19,Q23,4
sensitivity_19,Q24,2
sensitivity_19,Q25,5
sensitivity_19,Q26,4
sensitivity_19,Q27,3
sensitivity_19,Q28,2
sensitivity_19,Q29,3
sensitivity_19,Q30,1
sensitivity_19,Q31,1
sensitivity_19,Q32,4
sensitivity_19,Q33,4
sensitivity_19,Q34,1
sensitivity_19,Q35,4
sensitivity_19,Q36,5
sensitivity_19,Q37,3
sensitivity_19,Q38,2
sensitivity_19,Q39,1
sensitivity_19,Q40,5
sensitivity_19,Q41,1
sensitivity_19,Q42,2
sensitivity_19,Q43,5
sensitivity_19,Q44,2
sensitivity_19,Q45,5
sensitivity_19,Q46,5
sensitivity_19,Q47,3
sensitivity_19,Q48,5
sensitivity_19,Q49,1
sensitivity_19,Q50,5
sensitivity_20,Q01,2
sensitivity_20,Q02,3
sensitivity_20,Q03,5
sensitivity_20,Q04,5
sensitivity_20,Q05,2
sensitivity_20,Q06,4
sensitivity_20,Q07,2
sensitivity_20,Q08,1
sensitivity_20,Q09,1
sensitivity_20,Q10,4
sensitivity_20,Q11,1
sensitivity_20,Q12,4
sensitivity_20,Q13,5
sensitivity_20,Q14,5
sensitivity_20,Q15,2
